dataset,instance_id,image,on_dockerhub
swebench_live_full,Kinto__kinto-3572,starryzhang/sweb.eval.x86_64.kinto_1776_kinto-3572,True
swebench_live_full,vega__altair-3851,starryzhang/sweb.eval.x86_64.vega_1776_altair-3851,True
swebench_live_full,conan-io__conan-18661,starryzhang/sweb.eval.x86_64.conan-io_1776_conan-18661,True
swebench_live_full,IBM__mcp-context-forge-632,starryzhang/sweb.eval.x86_64.ibm_1776_mcp-context-forge-632,True
swebench_live_full,coderamp-labs__gitingest-366,starryzhang/sweb.eval.x86_64.coderamp-labs_1776_gitingest-366,True
swebench_live_full,conan-io__conan-18541,starryzhang/sweb.eval.x86_64.conan-io_1776_conan-18541,True
swebench_live_full,jazzband__djangorestframework-simplejwt-928,starryzhang/sweb.eval.x86_64.jazzband_1776_djangorestframework-simplejwt-928,True
swebench_live_full,jlowin__fastmcp-1397,starryzhang/sweb.eval.x86_64.jlowin_1776_fastmcp-1397,True
swebench_live_full,PriorLabs__TabPFN-446,starryzhang/sweb.eval.x86_64.priorlabs_1776_tabpfn-446,True
swebench_live_full,jlowin__fastmcp-954,starryzhang/sweb.eval.x86_64.jlowin_1776_fastmcp-954,True
swebench_live_full,gaphor__gaphor-3959,starryzhang/sweb.eval.x86_64.gaphor_1776_gaphor-3959,True
swebench_live_full,ipython__ipython-14943,starryzhang/sweb.eval.x86_64.ipython_1776_ipython-14943,True
swebench_live_full,conan-io__conan-18840,starryzhang/sweb.eval.x86_64.conan-io_1776_conan-18840,True
swebench_live_full,patroni__patroni-3426,starryzhang/sweb.eval.x86_64.patroni_1776_patroni-3426,True
swebench_live_full,openai__openai-agents-python-1193,starryzhang/sweb.eval.x86_64.openai_1776_openai-agents-python-1193,True
swebench_live_full,iterative__dvc-10798,starryzhang/sweb.eval.x86_64.iterative_1776_dvc-10798,True
swebench_live_full,conan-io__conan-18538,starryzhang/sweb.eval.x86_64.conan-io_1776_conan-18538,True
swebench_live_full,networkx__networkx-8174,starryzhang/sweb.eval.x86_64.networkx_1776_networkx-8174,True
swebench_live_full,jlowin__fastmcp-1135,starryzhang/sweb.eval.x86_64.jlowin_1776_fastmcp-1135,True
swebench_live_full,matplotlib__matplotlib-30098,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-30098,True
swebench_live_full,psf__black-4657,starryzhang/sweb.eval.x86_64.psf_1776_black-4657,True
swebench_live_full,ipython__ipython-14966,starryzhang/sweb.eval.x86_64.ipython_1776_ipython-14966,True
swebench_live_full,bit-team__backintime-2238,starryzhang/sweb.eval.x86_64.bit-team_1776_backintime-2238,True
swebench_live_full,Lightning-AI__LitServe-582,starryzhang/sweb.eval.x86_64.lightning-ai_1776_litserve-582,True
swebench_live_full,quantumlib__Cirq-7434,starryzhang/sweb.eval.x86_64.quantumlib_1776_cirq-7434,True
swebench_live_full,jlowin__fastmcp-1604,starryzhang/sweb.eval.x86_64.jlowin_1776_fastmcp-1604,True
swebench_live_full,astronomer__dag-factory-488,starryzhang/sweb.eval.x86_64.astronomer_1776_dag-factory-488,True
swebench_live_full,deepset-ai__haystack-9568,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9568,True
swebench_live_full,deepset-ai__haystack-9667,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9667,True
swebench_live_full,privacyidea__privacyidea-4542,starryzhang/sweb.eval.x86_64.privacyidea_1776_privacyidea-4542,True
swebench_live_full,deepset-ai__haystack-9574,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9574,True
swebench_live_full,sdv-dev__SDV-2634,starryzhang/sweb.eval.x86_64.sdv-dev_1776_sdv-2634,True
swebench_live_full,Unidata__MetPy-3881,starryzhang/sweb.eval.x86_64.unidata_1776_metpy-3881,True
swebench_live_full,MDAnalysis__mdanalysis-5066,starryzhang/sweb.eval.x86_64.mdanalysis_1776_mdanalysis-5066,True
swebench_live_full,jlowin__fastmcp-1578,starryzhang/sweb.eval.x86_64.jlowin_1776_fastmcp-1578,True
swebench_live_full,beeware__briefcase-2355,starryzhang/sweb.eval.x86_64.beeware_1776_briefcase-2355,True
swebench_live_full,pyinstaller__pyinstaller-9197,starryzhang/sweb.eval.x86_64.pyinstaller_1776_pyinstaller-9197,True
swebench_live_full,sissbruecker__linkding-1153,starryzhang/sweb.eval.x86_64.sissbruecker_1776_linkding-1153,True
swebench_live_full,networkx__networkx-8196,starryzhang/sweb.eval.x86_64.networkx_1776_networkx-8196,True
swebench_live_full,Archmonger__django-dbbackup-601,starryzhang/sweb.eval.x86_64.archmonger_1776_django-dbbackup-601,True
swebench_live_full,matplotlib__matplotlib-30198,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-30198,True
swebench_live_full,networktocode__ntc-templates-2143,starryzhang/sweb.eval.x86_64.networktocode_1776_ntc-templates-2143,True
swebench_live_full,falconry__falcon-2475,starryzhang/sweb.eval.x86_64.falconry_1776_falcon-2475,True
swebench_live_full,gitpython-developers__GitPython-2062,starryzhang/sweb.eval.x86_64.gitpython-developers_1776_gitpython-2062,True
swebench_live_full,Azure-Samples__azure-search-openai-demo-2682,starryzhang/sweb.eval.x86_64.azure-samples_1776_azure-search-openai-demo-2682,True
swebench_live_full,python__mypy-19718,starryzhang/sweb.eval.x86_64.python_1776_mypy-19718,True
swebench_live_full,spulec__freezegun-582,starryzhang/sweb.eval.x86_64.spulec_1776_freezegun-582,True
swebench_live_full,IBM__mcp-context-forge-780,starryzhang/sweb.eval.x86_64.ibm_1776_mcp-context-forge-780,True
swebench_live_full,Archmonger__django-dbbackup-604,starryzhang/sweb.eval.x86_64.archmonger_1776_django-dbbackup-604,True
swebench_live_full,conan-io__conan-18832,starryzhang/sweb.eval.x86_64.conan-io_1776_conan-18832,True
swebench_live_full,hgrecco__pint-2108,starryzhang/sweb.eval.x86_64.hgrecco_1776_pint-2108,True
swebench_live_full,IBM__mcp-context-forge-562,starryzhang/sweb.eval.x86_64.ibm_1776_mcp-context-forge-562,True
swebench_live_full,aws-cloudformation__cfn-lint-4197,starryzhang/sweb.eval.x86_64.aws-cloudformation_1776_cfn-lint-4197,True
swebench_live_full,MervinPraison__PraisonAI-801,starryzhang/sweb.eval.x86_64.mervinpraison_1776_praisonai-801,True
swebench_live_full,awslabs__mcp-1154,starryzhang/sweb.eval.x86_64.awslabs_1776_mcp-1154,True
swebench_live_full,networkx__networkx-8057,starryzhang/sweb.eval.x86_64.networkx_1776_networkx-8057,True
swebench_live_full,deepset-ai__haystack-9693,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9693,True
swebench_live_full,google__adk-python-2502,starryzhang/sweb.eval.x86_64.google_1776_adk-python-2502,True
swebench_live_full,geopandas__geopandas-3599,starryzhang/sweb.eval.x86_64.geopandas_1776_geopandas-3599,True
swebench_live_full,Archmonger__django-dbbackup-623,starryzhang/sweb.eval.x86_64.archmonger_1776_django-dbbackup-623,True
swebench_live_full,pipecat-ai__pipecat-2413,starryzhang/sweb.eval.x86_64.pipecat-ai_1776_pipecat-2413,True
swebench_live_full,ag2ai__faststream-2366,starryzhang/sweb.eval.x86_64.ag2ai_1776_faststream-2366,True
swebench_live_full,pybamm-team__PyBaMM-5129,starryzhang/sweb.eval.x86_64.pybamm-team_1776_pybamm-5129,True
swebench_live_full,a2aproject__a2a-python-414,starryzhang/sweb.eval.x86_64.a2aproject_1776_a2a-python-414,True
swebench_live_full,python-poetry__poetry-10487,starryzhang/sweb.eval.x86_64.python-poetry_1776_poetry-10487,True
swebench_live_full,fonttools__fonttools-3907,starryzhang/sweb.eval.x86_64.fonttools_1776_fonttools-3907,True
swebench_live_full,Kozea__WeasyPrint-2494,starryzhang/sweb.eval.x86_64.kozea_1776_weasyprint-2494,True
swebench_live_full,BerriAI__litellm-13675,starryzhang/sweb.eval.x86_64.berriai_1776_litellm-13675,True
swebench_live_full,celery__celery-9853,starryzhang/sweb.eval.x86_64.celery_1776_celery-9853,True
swebench_live_full,stanfordnlp__dspy-8566,starryzhang/sweb.eval.x86_64.stanfordnlp_1776_dspy-8566,True
swebench_live_full,deepset-ai__haystack-9729,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9729,True
swebench_live_full,falconry__falcon-2477,starryzhang/sweb.eval.x86_64.falconry_1776_falcon-2477,True
swebench_live_full,koxudaxi__datamodel-code-generator-2467,starryzhang/sweb.eval.x86_64.koxudaxi_1776_datamodel-code-generator-2467,True
swebench_live_full,networkx__networkx-8184,starryzhang/sweb.eval.x86_64.networkx_1776_networkx-8184,True
swebench_live_full,gboeing__osmnx-1334,starryzhang/sweb.eval.x86_64.gboeing_1776_osmnx-1334,True
swebench_live_full,docling-project__docling-2100,starryzhang/sweb.eval.x86_64.docling-project_1776_docling-2100,True
swebench_live_full,IBM__mcp-context-forge-754,starryzhang/sweb.eval.x86_64.ibm_1776_mcp-context-forge-754,True
swebench_live_full,matplotlib__matplotlib-29958,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29958,True
swebench_live_full,iterative__dvc-10749,starryzhang/sweb.eval.x86_64.iterative_1776_dvc-10749,True
swebench_live_full,Kinto__kinto-3566,starryzhang/sweb.eval.x86_64.kinto_1776_kinto-3566,True
swebench_live_full,a2aproject__a2a-python-302,starryzhang/sweb.eval.x86_64.a2aproject_1776_a2a-python-302,True
swebench_live_full,trailofbits__algo-14801,starryzhang/sweb.eval.x86_64.trailofbits_1776_algo-14801,True
swebench_live_full,Lightning-AI__LitServe-577,starryzhang/sweb.eval.x86_64.lightning-ai_1776_litserve-577,True
swebench_live_full,PyPSA__PyPSA-1265,starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1265,True
swebench_live_full,python-babel__babel-1196,starryzhang/sweb.eval.x86_64.python-babel_1776_babel-1196,True
swebench_live_full,django-json-api__django-rest-framework-json-api-1283,starryzhang/sweb.eval.x86_64.django-json-api_1776_django-rest-framework-json-api-1283,True
swebench_live_full,gptme__gptme-595,starryzhang/sweb.eval.x86_64.gptme_1776_gptme-595,True
swebench_live_full,sdv-dev__SDV-2646,starryzhang/sweb.eval.x86_64.sdv-dev_1776_sdv-2646,True
swebench_live_full,matplotlib__matplotlib-30328,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-30328,True
swebench_live_full,quantumlib__Cirq-7595,starryzhang/sweb.eval.x86_64.quantumlib_1776_cirq-7595,True
swebench_live_full,HypothesisWorks__hypothesis-4479,starryzhang/sweb.eval.x86_64.hypothesisworks_1776_hypothesis-4479,True
swebench_live_full,open-telemetry__opentelemetry-python-4652,starryzhang/sweb.eval.x86_64.open-telemetry_1776_opentelemetry-python-4652,True
swebench_live_full,Archmonger__django-dbbackup-626,starryzhang/sweb.eval.x86_64.archmonger_1776_django-dbbackup-626,True
swebench_live_full,networktocode__ntc-templates-2163,starryzhang/sweb.eval.x86_64.networktocode_1776_ntc-templates-2163,True
swebench_live_full,PriorLabs__TabPFN-263,starryzhang/sweb.eval.x86_64.priorlabs_1776_tabpfn-263,True
swebench_live_full,deepset-ai__haystack-9688,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9688,True
swebench_live_full,astronomer__dag-factory-544,starryzhang/sweb.eval.x86_64.astronomer_1776_dag-factory-544,True
swebench_live_full,matplotlib__matplotlib-29481,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-29481,True
swebench_live_full,magic-wormhole__magic-wormhole-659,starryzhang/sweb.eval.x86_64.magic-wormhole_1776_magic-wormhole-659,True
swebench_live_full,PyPSA__PyPSA-1325,starryzhang/sweb.eval.x86_64.pypsa_1776_pypsa-1325,True
swebench_live_full,koxudaxi__datamodel-code-generator-2461,starryzhang/sweb.eval.x86_64.koxudaxi_1776_datamodel-code-generator-2461,True
swebench_live_full,spesmilo__electrum-10143,starryzhang/sweb.eval.x86_64.spesmilo_1776_electrum-10143,True
swebench_live_full,deepset-ai__haystack-9712,starryzhang/sweb.eval.x86_64.deepset-ai_1776_haystack-9712,True
swebench_live_full,matplotlib__matplotlib-30467,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-30467,True
swebench_live_full,networktocode__ntc-templates-2112,starryzhang/sweb.eval.x86_64.networktocode_1776_ntc-templates-2112,True
swebench_live_full,ipython__ipython-14872,starryzhang/sweb.eval.x86_64.ipython_1776_ipython-14872,True
swebench_live_full,casbin__pycasbin-392,starryzhang/sweb.eval.x86_64.casbin_1776_pycasbin-392,True
swebench_live_full,Archmonger__django-dbbackup-631,starryzhang/sweb.eval.x86_64.archmonger_1776_django-dbbackup-631,True
swebench_live_full,koxudaxi__datamodel-code-generator-2446,starryzhang/sweb.eval.x86_64.koxudaxi_1776_datamodel-code-generator-2446,True
swebench_live_full,scrapinghub__dateparser-1284,starryzhang/sweb.eval.x86_64.scrapinghub_1776_dateparser-1284,True
swebench_live_full,Pyomo__pyomo-3679,starryzhang/sweb.eval.x86_64.pyomo_1776_pyomo-3679,True
swebench_live_full,beetbox__beets-5890,starryzhang/sweb.eval.x86_64.beetbox_1776_beets-5890,True
swebench_live_full,sooperset__mcp-atlassian-581,starryzhang/sweb.eval.x86_64.sooperset_1776_mcp-atlassian-581,True
swebench_live_full,a2aproject__a2a-python-219,starryzhang/sweb.eval.x86_64.a2aproject_1776_a2a-python-219,True
swebench_live_full,pallets__flask-5736,starryzhang/sweb.eval.x86_64.pallets_1776_flask-5736,True
swebench_live_full,pyinfra-dev__pyinfra-1413,starryzhang/sweb.eval.x86_64.pyinfra-dev_1776_pyinfra-1413,True
swebench_live_full,llamastack__llama-stack-3224,starryzhang/sweb.eval.x86_64.llamastack_1776_llama-stack-3224,True
swebench_live_full,IBM__mcp-context-forge-695,starryzhang/sweb.eval.x86_64.ibm_1776_mcp-context-forge-695,True
swebench_live_full,certbot__certbot-10374,starryzhang/sweb.eval.x86_64.certbot_1776_certbot-10374,True
swebench_live_full,python-pillow__Pillow-9048,starryzhang/sweb.eval.x86_64.python-pillow_1776_pillow-9048,True
swebench_live_full,openai__openai-agents-python-1043,starryzhang/sweb.eval.x86_64.openai_1776_openai-agents-python-1043,True
swebench_live_full,pypa__cibuildwheel-2541,starryzhang/sweb.eval.x86_64.pypa_1776_cibuildwheel-2541,True
swebench_live_full,fsspec__filesystem_spec-1897,starryzhang/sweb.eval.x86_64.fsspec_1776_filesystem_spec-1897,True
swebench_live_full,oumi-ai__oumi-1885,starryzhang/sweb.eval.x86_64.oumi-ai_1776_oumi-1885,True
swebench_live_full,a2aproject__a2a-python-443,starryzhang/sweb.eval.x86_64.a2aproject_1776_a2a-python-443,True
swebench_live_full,MDAnalysis__mdanalysis-4873,starryzhang/sweb.eval.x86_64.mdanalysis_1776_mdanalysis-4873,True
swebench_live_full,microsoft__graphrag-1944,starryzhang/sweb.eval.x86_64.microsoft_1776_graphrag-1944,True
swebench_live_full,a2aproject__a2a-python-279,starryzhang/sweb.eval.x86_64.a2aproject_1776_a2a-python-279,True
swebench_live_full,browser-use__browser-use-2480,starryzhang/sweb.eval.x86_64.browser-use_1776_browser-use-2480,True
swebench_live_full,HypothesisWorks__hypothesis-4532,starryzhang/sweb.eval.x86_64.hypothesisworks_1776_hypothesis-4532,True
swebench_live_full,authlib__authlib-802,starryzhang/sweb.eval.x86_64.authlib_1776_authlib-802,True
swebench_live_full,python__mypy-19705,starryzhang/sweb.eval.x86_64.python_1776_mypy-19705,True
swebench_live_full,pybamm-team__PyBaMM-5122,starryzhang/sweb.eval.x86_64.pybamm-team_1776_pybamm-5122,True
swebench_live_full,octodns__octodns-1298,starryzhang/sweb.eval.x86_64.octodns_1776_octodns-1298,True
swebench_live_full,python__mypy-19577,starryzhang/sweb.eval.x86_64.python_1776_mypy-19577,True
swebench_live_full,matplotlib__matplotlib-30423,starryzhang/sweb.eval.x86_64.matplotlib_1776_matplotlib-30423,True
swebench_live_full,a2aproject__a2a-python-394,starryzhang/sweb.eval.x86_64.a2aproject_1776_a2a-python-394,True
swerebench_filtered,0b01001001__spectree-64,swerebench/sweb.eval.x86_64.0b01001001_1776_spectree-64,True
swerebench_filtered,12rambau__sepal_ui-411,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-411,True
swerebench_filtered,12rambau__sepal_ui-501,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-501,True
swerebench_filtered,12rambau__sepal_ui-516,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-516,True
swerebench_filtered,12rambau__sepal_ui-518,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-518,True
swerebench_filtered,12rambau__sepal_ui-574,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-574,True
swerebench_filtered,12rambau__sepal_ui-646,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-646,True
swerebench_filtered,12rambau__sepal_ui-747,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-747,True
swerebench_filtered,12rambau__sepal_ui-774,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-774,True
swerebench_filtered,12rambau__sepal_ui-814,swerebench/sweb.eval.x86_64.12rambau_1776_sepal_ui-814,True
swerebench_filtered,15five__scim2-filter-parser-13,swerebench/sweb.eval.x86_64.15five_1776_scim2-filter-parser-13,True
swerebench_filtered,15five__scim2-filter-parser-20,swerebench/sweb.eval.x86_64.15five_1776_scim2-filter-parser-20,True
swerebench_filtered,20c__ctl-3,swerebench/sweb.eval.x86_64.20c_1776_ctl-3,True
swerebench_filtered,3YOURMIND__django-migration-linter-113,swerebench/sweb.eval.x86_64.3yourmind_1776_django-migration-linter-113,True
swerebench_filtered,3YOURMIND__django-migration-linter-258,swerebench/sweb.eval.x86_64.3yourmind_1776_django-migration-linter-258,True
swerebench_filtered,4degrees__clique-26,swerebench/sweb.eval.x86_64.4degrees_1776_clique-26,True
swerebench_filtered,AI4S2S__lilio-49,swerebench/sweb.eval.x86_64.ai4s2s_1776_lilio-49,True
swerebench_filtered,AI4S2S__lilio-58,swerebench/sweb.eval.x86_64.ai4s2s_1776_lilio-58,True
swerebench_filtered,ARMmbed__greentea-263,swerebench/sweb.eval.x86_64.armmbed_1776_greentea-263,True
swerebench_filtered,ARMmbed__mbed-tools-138,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-138,True
swerebench_filtered,ARMmbed__mbed-tools-190,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-190,True
swerebench_filtered,ARMmbed__mbed-tools-207,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-207,True
swerebench_filtered,ARMmbed__mbed-tools-208,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-208,True
swerebench_filtered,ARMmbed__mbed-tools-259,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-259,True
swerebench_filtered,ARMmbed__mbed-tools-285,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-285,True
swerebench_filtered,ARMmbed__mbed-tools-292,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-292,True
swerebench_filtered,ARMmbed__mbed-tools-293,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-293,True
swerebench_filtered,ARMmbed__mbed-tools-91,swerebench/sweb.eval.x86_64.armmbed_1776_mbed-tools-91,True
swerebench_filtered,ARMmbed__yotta-804,swerebench/sweb.eval.x86_64.armmbed_1776_yotta-804,True
swerebench_filtered,ASFHyP3__hyp3-sdk-53,swerebench/sweb.eval.x86_64.asfhyp3_1776_hyp3-sdk-53,True
swerebench_filtered,ASFHyP3__hyp3-sdk-71,swerebench/sweb.eval.x86_64.asfhyp3_1776_hyp3-sdk-71,True
swerebench_filtered,ASPP__pelita-696,swerebench/sweb.eval.x86_64.aspp_1776_pelita-696,True
swerebench_filtered,ASPP__pelita-798,swerebench/sweb.eval.x86_64.aspp_1776_pelita-798,True
swerebench_filtered,ASPP__pelita-863,swerebench/sweb.eval.x86_64.aspp_1776_pelita-863,True
swerebench_filtered,ASPP__pelita-875,swerebench/sweb.eval.x86_64.aspp_1776_pelita-875,True
swerebench_filtered,Aarhus-Psychiatry-Research__timeseriesflattener-186,swerebench/sweb.eval.x86_64.aarhus-psychiatry-research_1776_timeseriesflattener-186,True
swerebench_filtered,Abjad__abjad-ext-nauert-24,swerebench/sweb.eval.x86_64.abjad_1776_abjad-ext-nauert-24,True
swerebench_filtered,Alexei-Kornienko__schematics_to_swagger-7,swerebench/sweb.eval.x86_64.alexei-kornienko_1776_schematics_to_swagger-7,True
swerebench_filtered,Algebra8__pyopenapi3-80,swerebench/sweb.eval.x86_64.algebra8_1776_pyopenapi3-80,True
swerebench_filtered,Algebra8__pyopenapi3-83,swerebench/sweb.eval.x86_64.algebra8_1776_pyopenapi3-83,True
swerebench_filtered,Algebra8__pyopenapi3-91,swerebench/sweb.eval.x86_64.algebra8_1776_pyopenapi3-91,True
swerebench_filtered,Algebra8__pyopenapi3-92,swerebench/sweb.eval.x86_64.algebra8_1776_pyopenapi3-92,True
swerebench_filtered,All-Hands-AI__openhands-aci-55,swerebench/sweb.eval.x86_64.all-hands-ai_1776_openhands-aci-55,True
swerebench_filtered,All-Hands-AI__openhands-resolver-123,swerebench/sweb.eval.x86_64.all-hands-ai_1776_openhands-resolver-123,True
swerebench_filtered,All-Hands-AI__openhands-resolver-137,swerebench/sweb.eval.x86_64.all-hands-ai_1776_openhands-resolver-137,True
swerebench_filtered,ApptuitAI__apptuit-py-10,swerebench/sweb.eval.x86_64.apptuitai_1776_apptuit-py-10,True
swerebench_filtered,ApptuitAI__apptuit-py-21,swerebench/sweb.eval.x86_64.apptuitai_1776_apptuit-py-21,True
swerebench_filtered,ArkEcosystem__python-crypto-116,swerebench/sweb.eval.x86_64.arkecosystem_1776_python-crypto-116,True
swerebench_filtered,AspenWeb__pando.py-586,swerebench/sweb.eval.x86_64.aspenweb_1776_pando.py-586,True
swerebench_filtered,AzureAD__azure-activedirectory-library-for-python-227,swerebench/sweb.eval.x86_64.azuread_1776_azure-activedirectory-library-for-python-227,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-186,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-186,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-280,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-280,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-315,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-315,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-530,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-530,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-723,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-723,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-730,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-730,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-77,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-77,True
swerebench_filtered,AzureAD__microsoft-authentication-library-for-python-795,swerebench/sweb.eval.x86_64.azuread_1776_microsoft-authentication-library-for-python-795,True
swerebench_filtered,Azure__autorest.python-475,swerebench/sweb.eval.x86_64.azure_1776_autorest.python-475,True
swerebench_filtered,Azure__autorest.python-545,swerebench/sweb.eval.x86_64.azure_1776_autorest.python-545,True
swerebench_filtered,Azure__azure-cli-1876,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-1876,True
swerebench_filtered,Azure__azure-cli-2053,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-2053,True
swerebench_filtered,Azure__azure-cli-2214,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-2214,True
swerebench_filtered,Azure__azure-cli-2467,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-2467,True
swerebench_filtered,Azure__azure-cli-2844,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-2844,True
swerebench_filtered,Azure__azure-cli-2955,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-2955,True
swerebench_filtered,Azure__azure-cli-3354,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-3354,True
swerebench_filtered,Azure__azure-cli-3643,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-3643,True
swerebench_filtered,Azure__azure-cli-3743,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-3743,True
swerebench_filtered,Azure__azure-cli-4265,swerebench/sweb.eval.x86_64.azure_1776_azure-cli-4265,True
swerebench_filtered,Azure__azure-functions-durable-python-494,swerebench/sweb.eval.x86_64.azure_1776_azure-functions-durable-python-494,True
swerebench_filtered,Azure__iotedgedev-173,swerebench/sweb.eval.x86_64.azure_1776_iotedgedev-173,True
swerebench_filtered,Azure__iotedgedev-349,swerebench/sweb.eval.x86_64.azure_1776_iotedgedev-349,True
swerebench_filtered,Azure__msrest-for-python-167,swerebench/sweb.eval.x86_64.azure_1776_msrest-for-python-167,True
swerebench_filtered,Azure__msrest-for-python-189,swerebench/sweb.eval.x86_64.azure_1776_msrest-for-python-189,True
swerebench_filtered,Azure__msrest-for-python-224,swerebench/sweb.eval.x86_64.azure_1776_msrest-for-python-224,True
swerebench_filtered,Azure__msrest-for-python-43,swerebench/sweb.eval.x86_64.azure_1776_msrest-for-python-43,True
swerebench_filtered,Azure__msrest-for-python-55,swerebench/sweb.eval.x86_64.azure_1776_msrest-for-python-55,True
swerebench_filtered,Azure__msrestazure-for-python-107,swerebench/sweb.eval.x86_64.azure_1776_msrestazure-for-python-107,True
swerebench_filtered,Azure__msrestazure-for-python-121,swerebench/sweb.eval.x86_64.azure_1776_msrestazure-for-python-121,True
swerebench_filtered,Azure__pykusto-159,swerebench/sweb.eval.x86_64.azure_1776_pykusto-159,True
swerebench_filtered,Azure__pykusto-72,swerebench/sweb.eval.x86_64.azure_1776_pykusto-72,True
swerebench_filtered,Azure__pykusto-84,swerebench/sweb.eval.x86_64.azure_1776_pykusto-84,True
swerebench_filtered,BAMWelDX__weldx-363,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-363,True
swerebench_filtered,BAMWelDX__weldx-377,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-377,True
swerebench_filtered,BAMWelDX__weldx-384,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-384,True
swerebench_filtered,BAMWelDX__weldx-412,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-412,True
swerebench_filtered,BAMWelDX__weldx-414,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-414,True
swerebench_filtered,BAMWelDX__weldx-429,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-429,True
swerebench_filtered,BAMWelDX__weldx-430,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-430,True
swerebench_filtered,BAMWelDX__weldx-476,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-476,True
swerebench_filtered,BAMWelDX__weldx-494,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-494,True
swerebench_filtered,BAMWelDX__weldx-648,swerebench/sweb.eval.x86_64.bamweldx_1776_weldx-648,True
swerebench_filtered,BQSKit__bqskit-134,swerebench/sweb.eval.x86_64.bqskit_1776_bqskit-134,True
swerebench_filtered,BQSKit__bqskit-267,swerebench/sweb.eval.x86_64.bqskit_1776_bqskit-267,True
swerebench_filtered,BaPSF__bapsflib-41,swerebench/sweb.eval.x86_64.bapsf_1776_bapsflib-41,True
swerebench_filtered,Bachmann1234__diff_cover-210,swerebench/sweb.eval.x86_64.bachmann1234_1776_diff_cover-210,True
swerebench_filtered,Bachmann1234__diff_cover-277,swerebench/sweb.eval.x86_64.bachmann1234_1776_diff_cover-277,True
